Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

02:42:17 PM     CPU       MHz
02:42:22 PM     all   2610.11
02:42:27 PM     all   3096.85
02:42:32 PM     all   3081.43
02:42:37 PM     all   2544.09
02:42:42 PM     all   3147.44
02:42:47 PM     all   2772.72
02:42:52 PM     all   3136.05
02:42:57 PM     all   2894.32
02:43:02 PM     all   3137.82
02:43:07 PM     all   2960.07
02:43:12 PM     all   2720.34
02:43:17 PM     all   2857.63
02:43:22 PM     all   3084.39
Average:        all   2926.40
