Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

04:35:40 PM     CPU       MHz
04:35:45 PM     all    799.99
04:35:50 PM     all    799.99
04:35:55 PM     all    799.99
04:36:00 PM     all    799.99
04:36:05 PM     all    799.99
04:36:10 PM     all    799.99
04:36:15 PM     all    799.99
04:36:20 PM     all    799.99
04:36:25 PM     all    799.99
04:36:30 PM     all    799.99
04:36:35 PM     all    799.99
04:36:40 PM     all    799.99
04:36:45 PM     all    799.99
04:36:50 PM     all    799.99
04:36:55 PM     all    799.99
04:37:00 PM     all    799.99
04:37:05 PM     all    799.99
04:37:10 PM     all    799.99
04:37:15 PM     all    799.99
04:37:20 PM     all    799.99
04:37:25 PM     all    799.99
04:37:30 PM     all    799.99
04:37:35 PM     all    799.99
04:37:40 PM     all    799.99
04:37:45 PM     all    799.99
Average:        all    799.99
