Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

01:59:20 PM     CPU       MHz
01:59:25 PM     all    799.99
01:59:30 PM     all    799.99
01:59:35 PM     all    799.99
01:59:40 PM     all    799.99
01:59:45 PM     all    799.99
01:59:50 PM     all    800.00
01:59:55 PM     all    799.99
02:00:00 PM     all    800.00
02:00:05 PM     all    799.99
02:00:10 PM     all    799.99
02:00:15 PM     all    799.99
02:00:20 PM     all    799.99
02:00:25 PM     all    799.99
02:00:30 PM     all    799.99
02:00:35 PM     all    799.99
02:00:40 PM     all    799.99
02:00:45 PM     all    799.99
02:00:50 PM     all    800.00
02:00:55 PM     all    799.99
02:01:00 PM     all    799.99
02:01:05 PM     all    799.99
02:01:10 PM     all    799.99
02:01:15 PM     all    799.99
02:01:20 PM     all    799.99
02:01:25 PM     all    799.99
Average:        all    799.99
