Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:58:42 PM     CPU       MHz
04:58:47 PM     all   2488.75
04:58:52 PM     all   1782.80
04:58:57 PM     all   1149.48
04:59:02 PM     all   1364.03
04:59:07 PM     all    963.58
04:59:12 PM     all   1861.62
04:59:17 PM     all   1836.45
04:59:22 PM     all   1201.83
04:59:27 PM     all   2394.22
04:59:32 PM     all   1858.65
04:59:37 PM     all   1911.90
04:59:42 PM     all   1020.81
04:59:47 PM     all    979.74
Average:        all   1601.07
