Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

01:48:03 PM     CPU       MHz
01:48:08 PM     all   2990.01
01:48:13 PM     all   2518.66
01:48:18 PM     all   2499.99
01:48:23 PM     all   2499.99
01:48:28 PM     all   2499.99
01:48:33 PM     all   2499.99
01:48:38 PM     all   2499.99
01:48:43 PM     all   2499.99
01:48:48 PM     all   2499.99
01:48:53 PM     all   2499.99
01:48:58 PM     all   2499.99
01:49:03 PM     all   2499.99
01:49:08 PM     all   2521.86
01:49:13 PM     all   2499.99
01:49:18 PM     all   2499.99
01:49:23 PM     all   2521.87
01:49:28 PM     all   2499.99
01:49:33 PM     all   2499.99
01:49:38 PM     all   2521.86
01:49:43 PM     all   2499.99
01:49:48 PM     all   2499.99
01:49:53 PM     all   2499.99
01:49:58 PM     all   2499.99
01:50:03 PM     all   2499.99
01:50:08 PM     all   2499.99
Average:        all   2522.96
