Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

06:13:32 PM     CPU       MHz
06:13:37 PM     all    799.99
06:13:42 PM     all    799.99
06:13:47 PM     all    799.99
06:13:52 PM     all    799.99
06:13:57 PM     all    799.99
06:14:02 PM     all    799.99
06:14:07 PM     all    799.99
06:14:12 PM     all    799.99
06:14:17 PM     all    799.99
06:14:22 PM     all    799.99
06:14:27 PM     all    799.99
06:14:32 PM     all    799.99
06:14:37 PM     all    799.99
Average:        all    799.99
