Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:58:43 PM     CPU       MHz
03:58:48 PM     all   2449.99
03:58:53 PM     all   2499.99
03:58:58 PM     all   2499.99
03:59:03 PM     all   2499.69
03:59:08 PM     all   2499.99
03:59:13 PM     all   2499.99
03:59:18 PM     all   2499.99
03:59:23 PM     all   2499.99
03:59:28 PM     all   2499.99
03:59:33 PM     all   2499.99
03:59:38 PM     all   2521.86
03:59:43 PM     all   2499.99
03:59:48 PM     all   2251.78
Average:        all   2478.71
