Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

01:53:48 PM     CPU       MHz
01:53:53 PM     all    799.99
01:53:58 PM     all    799.99
01:54:03 PM     all    799.99
01:54:08 PM     all    799.99
01:54:13 PM     all    799.99
01:54:18 PM     all    799.99
01:54:23 PM     all    799.99
01:54:28 PM     all    799.99
01:54:33 PM     all    799.99
01:54:38 PM     all    799.99
01:54:43 PM     all    799.99
01:54:48 PM     all    800.00
01:54:53 PM     all    799.99
Average:        all    799.99
