Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

04:16:10 PM     CPU       MHz
04:16:15 PM     all   2499.99
04:16:20 PM     all   2653.73
04:16:25 PM     all   2915.89
04:16:30 PM     all   2674.99
04:16:35 PM     all   2608.10
04:16:40 PM     all   2565.62
04:16:45 PM     all   2499.99
04:16:50 PM     all   2500.92
04:16:55 PM     all   2740.22
04:17:00 PM     all   3098.29
04:17:05 PM     all   2588.15
04:17:10 PM     all   2159.81
04:17:15 PM     all   2544.29
04:17:20 PM     all   3130.52
04:17:25 PM     all   2957.98
04:17:30 PM     all   3029.47
04:17:35 PM     all   2548.22
04:17:40 PM     all   2739.24
04:17:45 PM     all   1521.67
04:17:50 PM     all   1507.62
04:17:55 PM     all   3024.86
04:18:00 PM     all   2853.28
04:18:05 PM     all   2983.35
04:18:10 PM     all   2561.44
04:18:15 PM     all   2546.04
Average:        all   2618.15
