Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

02:30:35 PM     CPU       MHz
02:30:40 PM     all   2505.96
02:30:45 PM     all   2499.99
02:30:50 PM     all   2499.99
02:30:55 PM     all   2499.99
02:31:00 PM     all   2587.49
02:31:05 PM     all   2499.99
02:31:10 PM     all   2499.99
02:31:15 PM     all   2499.99
02:31:20 PM     all   2499.99
02:31:25 PM     all   2499.99
02:31:30 PM     all   2499.99
02:31:35 PM     all   2499.99
02:31:40 PM     all   2499.99
02:31:45 PM     all   2499.99
02:31:50 PM     all   2499.99
02:31:55 PM     all   2499.99
02:32:00 PM     all   2499.99
02:32:05 PM     all   2499.99
02:32:10 PM     all   2499.99
02:32:15 PM     all   2499.99
02:32:20 PM     all   2499.99
02:32:25 PM     all   2499.99
02:32:30 PM     all   2521.86
02:32:35 PM     all   2499.99
02:32:40 PM     all   2538.60
Average:        all   2506.15
