Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

07:18:24 PM     CPU       MHz
07:18:29 PM     all    800.00
07:18:34 PM     all    799.99
07:18:39 PM     all    799.99
07:18:44 PM     all    799.99
07:18:49 PM     all    799.99
07:18:54 PM     all    799.99
07:18:59 PM     all    799.99
07:19:04 PM     all    799.99
07:19:09 PM     all    799.99
07:19:14 PM     all    799.99
07:19:19 PM     all    799.99
07:19:24 PM     all    799.99
07:19:29 PM     all    799.99
07:19:34 PM     all    799.99
07:19:39 PM     all    799.99
07:19:44 PM     all    799.99
07:19:49 PM     all    799.99
07:19:54 PM     all    799.99
07:19:59 PM     all    799.99
07:20:04 PM     all    799.99
07:20:09 PM     all    799.99
07:20:14 PM     all    799.99
07:20:19 PM     all    799.99
07:20:24 PM     all    799.99
07:20:29 PM     all    799.99
Average:        all    799.99
