Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

05:12:46 PM     CPU       MHz
05:12:51 PM     all   2520.28
05:12:56 PM     all   2499.99
05:13:01 PM     all   2499.99
05:13:06 PM     all   2499.99
05:13:11 PM     all   2499.99
05:13:16 PM     all   2499.49
05:13:21 PM     all   2499.99
05:13:26 PM     all   2499.99
05:13:31 PM     all   2499.99
05:13:36 PM     all   2499.99
05:13:41 PM     all   2499.99
05:13:46 PM     all   2499.99
05:13:51 PM     all   2499.99
05:13:56 PM     all   2499.99
05:14:01 PM     all   2499.99
05:14:06 PM     all   2499.99
05:14:11 PM     all   2499.99
05:14:16 PM     all   2521.87
05:14:21 PM     all   2499.99
05:14:26 PM     all   2499.99
05:14:31 PM     all   2499.99
05:14:36 PM     all   2499.99
05:14:41 PM     all   2499.99
05:14:46 PM     all   2586.99
05:14:51 PM     all   2609.36
Average:        all   2509.51
