Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

06:01:09 PM     CPU       MHz
06:01:14 PM     all   2543.74
06:01:19 PM     all   2499.99
06:01:24 PM     all   2499.99
06:01:29 PM     all   2499.99
06:01:34 PM     all   2499.99
06:01:39 PM     all   2499.99
06:01:44 PM     all   2499.99
06:01:49 PM     all   2499.99
06:01:54 PM     all   2499.99
06:01:59 PM     all   2499.99
06:02:04 PM     all   2521.86
06:02:09 PM     all   2543.74
06:02:14 PM     all   2499.99
06:02:19 PM     all   2499.99
06:02:24 PM     all   2499.99
06:02:29 PM     all   2499.99
06:02:34 PM     all   2521.86
06:02:39 PM     all   2499.99
06:02:44 PM     all   2653.12
06:02:49 PM     all   2587.49
06:02:54 PM     all   2500.14
06:02:59 PM     all   2500.00
06:03:04 PM     all   2499.99
06:03:09 PM     all   2893.60
06:03:14 PM     all   2499.99
Average:        all   2530.62
