Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

05:49:45 PM     CPU       MHz
05:49:50 PM     all   2543.74
05:49:55 PM     all   2543.74
05:50:00 PM     all   1029.86
05:50:05 PM     all   1064.53
05:50:10 PM     all    900.00
05:50:15 PM     all   1948.87
05:50:20 PM     all   2336.30
05:50:25 PM     all   2711.09
05:50:30 PM     all   2149.99
05:50:35 PM     all   2586.34
05:50:40 PM     all    909.37
05:50:45 PM     all   1598.10
05:50:50 PM     all   2499.47
05:50:55 PM     all   2499.98
05:51:00 PM     all   2497.26
05:51:05 PM     all   2499.99
05:51:10 PM     all   2499.99
05:51:15 PM     all   2521.87
05:51:20 PM     all   1608.29
05:51:25 PM     all   2565.61
05:51:30 PM     all   1064.10
05:51:35 PM     all    919.55
05:51:40 PM     all    927.61
05:51:45 PM     all    915.42
05:51:50 PM     all   1588.93
Average:        all   1877.20
