Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:47:08 PM     CPU       MHz
03:47:13 PM     all    799.99
03:47:18 PM     all    799.99
03:47:23 PM     all    799.99
03:47:28 PM     all    799.99
03:47:33 PM     all    799.99
03:47:38 PM     all    799.99
03:47:43 PM     all    799.99
03:47:48 PM     all    799.99
03:47:53 PM     all    799.99
03:47:58 PM     all    799.99
03:48:03 PM     all    799.99
03:48:08 PM     all    799.99
03:48:13 PM     all    799.99
Average:        all    799.99
