Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:39:08 PM     CPU       MHz
03:39:13 PM     all   2499.99
03:39:18 PM     all   2499.99
03:39:23 PM     all   2499.99
03:39:28 PM     all   2499.99
03:39:33 PM     all   2499.99
03:39:38 PM     all   2499.99
03:39:43 PM     all   2499.99
03:39:48 PM     all   2499.99
03:39:53 PM     all   2499.99
03:39:58 PM     all   2499.99
03:40:03 PM     all   2499.99
03:40:08 PM     all   2499.99
03:40:13 PM     all   2762.49
Average:        all   2520.18
