Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

04:27:17 PM     CPU       MHz
04:27:22 PM     all   2545.32
04:27:27 PM     all   2543.74
04:27:32 PM     all   2499.99
04:27:37 PM     all   2499.99
04:27:42 PM     all   2499.99
04:27:47 PM     all   2499.99
04:27:52 PM     all   2499.99
04:27:57 PM     all   2499.99
04:28:02 PM     all   2499.99
04:28:07 PM     all   2499.99
04:28:12 PM     all   2521.86
04:28:17 PM     all   2499.99
04:28:22 PM     all   2499.99
04:28:27 PM     all   2499.99
04:28:32 PM     all   2499.99
04:28:37 PM     all   2521.86
04:28:42 PM     all   2499.99
04:28:47 PM     all   2499.99
04:28:52 PM     all   2499.99
04:28:57 PM     all   2499.99
04:29:02 PM     all   2499.99
04:29:07 PM     all   2499.99
04:29:12 PM     all   2499.99
04:29:17 PM     all   2499.99
04:29:22 PM     all   2499.99
Average:        all   2505.30
