Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

02:13:02 PM     CPU       MHz
02:13:07 PM     all   2532.12
02:13:12 PM     all   2566.19
02:13:17 PM     all   2598.42
02:13:22 PM     all   2779.44
02:13:27 PM     all   3151.99
02:13:32 PM     all   3157.82
02:13:37 PM     all   2603.44
02:13:42 PM     all   3162.92
02:13:47 PM     all   2925.48
02:13:52 PM     all   2552.62
02:13:57 PM     all   3033.29
02:14:02 PM     all   3146.46
02:14:07 PM     all   3137.05
Average:        all   2872.86
