Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

06:32:49 PM     CPU       MHz
06:32:54 PM     all   2490.61
06:32:59 PM     all    928.72
06:33:04 PM     all   1152.03
06:33:09 PM     all   1215.45
06:33:14 PM     all   2330.07
06:33:19 PM     all   2535.01
06:33:24 PM     all   1098.05
06:33:29 PM     all   1213.06
06:33:34 PM     all   2459.21
06:33:39 PM     all   2144.99
06:33:44 PM     all   1207.42
06:33:49 PM     all   2346.85
06:33:54 PM     all   1123.75
06:33:59 PM     all   2383.30
06:34:04 PM     all   1368.98
06:34:09 PM     all   1226.46
06:34:14 PM     all   1042.96
06:34:19 PM     all   2382.89
06:34:24 PM     all   2351.90
06:34:29 PM     all   1215.34
06:34:34 PM     all   2258.97
06:34:39 PM     all   2499.99
06:34:44 PM     all   2485.41
06:34:49 PM     all   2499.99
06:34:54 PM     all   1009.18
Average:        all   1798.82
