Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:36:14 PM     CPU       MHz
05:36:19 PM     all   2499.04
05:36:24 PM     all   2499.99
05:36:29 PM     all   2499.99
05:36:34 PM     all   2499.99
05:36:39 PM     all   2587.49
05:36:44 PM     all   2499.99
05:36:49 PM     all   2499.99
05:36:54 PM     all   2499.99
05:36:59 PM     all   2499.99
05:37:04 PM     all   2521.87
05:37:09 PM     all   2498.79
05:37:14 PM     all   2499.99
05:37:19 PM     all   2674.99
Average:        all   2521.70
