Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

01:22:18 PM     CPU       MHz
01:22:23 PM     all    799.99
01:22:28 PM     all    799.99
01:22:33 PM     all    799.99
01:22:38 PM     all    799.99
01:22:43 PM     all    799.99
01:22:48 PM     all    799.99
01:22:53 PM     all    799.99
01:22:58 PM     all    799.99
01:23:03 PM     all    799.99
01:23:08 PM     all    799.99
01:23:13 PM     all    799.99
01:23:18 PM     all    799.99
01:23:23 PM     all    799.99
01:23:28 PM     all    799.99
01:23:33 PM     all    799.99
01:23:38 PM     all    799.99
01:23:43 PM     all    799.99
01:23:48 PM     all    799.99
01:23:53 PM     all    799.99
01:23:58 PM     all    799.99
01:24:03 PM     all    799.99
01:24:08 PM     all    799.99
01:24:13 PM     all    799.99
01:24:18 PM     all    799.99
01:24:23 PM     all    799.99
Average:        all    799.99
