Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

11:57:35 AM     CPU       MHz
11:57:40 AM     all    799.99
11:57:45 AM     all    799.99
11:57:50 AM     all    799.99
11:57:55 AM     all    799.99
11:58:00 AM     all    799.99
11:58:05 AM     all    799.99
11:58:10 AM     all    799.99
11:58:15 AM     all    799.99
11:58:20 AM     all    799.99
11:58:25 AM     all    799.99
11:58:30 AM     all    799.99
11:58:35 AM     all    799.99
Average:        all    799.99
