Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:14:41 PM     CPU       MHz
04:14:46 PM     all    836.42
04:14:51 PM     all    799.99
04:14:56 PM     all    800.00
04:15:01 PM     all    799.99
04:15:06 PM     all    799.99
04:15:11 PM     all    799.99
04:15:16 PM     all    799.99
04:15:21 PM     all    799.99
04:15:26 PM     all    799.99
04:15:31 PM     all    800.00
04:15:36 PM     all    799.99
04:15:41 PM     all    799.99
04:15:46 PM     all    800.00
Average:        all    802.79
