Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:26:17 PM     CPU       MHz
03:26:22 PM     all   2416.64
03:26:27 PM     all   1154.65
03:26:32 PM     all   2187.83
03:26:37 PM     all   2238.44
03:26:42 PM     all   2135.95
03:26:47 PM     all   2051.66
03:26:52 PM     all   2241.95
03:26:57 PM     all   2278.40
03:27:02 PM     all   1104.19
03:27:07 PM     all   2016.37
03:27:12 PM     all   2129.09
03:27:17 PM     all   1129.92
03:27:22 PM     all    911.16
Average:        all   1845.87
