Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

12:16:38 PM     CPU       MHz
12:16:43 PM     all    799.99
12:16:48 PM     all    799.99
12:16:53 PM     all    799.99
12:16:58 PM     all    799.99
12:17:03 PM     all    799.99
12:17:08 PM     all    799.99
12:17:13 PM     all    799.99
12:17:18 PM     all    799.99
12:17:23 PM     all    800.00
12:17:28 PM     all    799.99
12:17:33 PM     all    799.99
12:17:38 PM     all    799.99
12:17:43 PM     all    799.99
12:17:48 PM     all    800.00
12:17:53 PM     all    799.99
12:17:58 PM     all    799.99
12:18:03 PM     all    799.99
12:18:08 PM     all    799.99
12:18:13 PM     all    799.99
12:18:18 PM     all    799.99
12:18:23 PM     all    800.00
12:18:28 PM     all    799.99
12:18:33 PM     all    799.99
12:18:38 PM     all    800.00
12:18:43 PM     all    799.99
Average:        all    799.99
