Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:27:57 PM     CPU       MHz
05:28:02 PM     all   2530.84
05:28:07 PM     all   2396.22
05:28:12 PM     all   2844.96
05:28:17 PM     all   2299.60
05:28:22 PM     all   2480.16
05:28:27 PM     all   2484.68
05:28:32 PM     all    978.10
05:28:37 PM     all   2423.21
05:28:42 PM     all   2468.29
05:28:47 PM     all   2701.87
05:28:52 PM     all    960.89
05:28:57 PM     all   2077.46
05:29:02 PM     all    950.84
Average:        all   2122.86
