Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:39:08 PM     CPU       MHz
04:39:13 PM     all   2553.50
04:39:18 PM     all   2565.72
04:39:23 PM     all   3117.45
04:39:28 PM     all   2539.13
04:39:33 PM     all   2548.49
04:39:38 PM     all   2732.64
04:39:43 PM     all   3159.32
04:39:48 PM     all   2657.79
04:39:53 PM     all   2529.98
04:39:58 PM     all   2522.27
04:40:03 PM     all   2806.25
04:40:08 PM     all   2546.13
04:40:13 PM     all   3144.72
Average:        all   2724.88
