Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

01:27:58 PM     CPU       MHz
01:28:03 PM     all   2035.92
01:28:08 PM     all   2484.88
01:28:13 PM     all   2499.99
01:28:18 PM     all   2450.71
01:28:23 PM     all   2499.99
01:28:28 PM     all   2499.99
01:28:33 PM     all   2446.54
01:28:38 PM     all   2499.63
01:28:43 PM     all   2451.25
01:28:48 PM     all   2499.99
01:28:53 PM     all   1925.99
01:28:58 PM     all   2469.91
01:29:03 PM     all   2454.95
01:29:08 PM     all   2407.73
01:29:13 PM     all   2177.11
01:29:18 PM     all   2123.47
01:29:23 PM     all   1365.22
01:29:28 PM     all   2548.68
01:29:33 PM     all   2385.41
01:29:38 PM     all   2365.50
01:29:43 PM     all   1371.56
01:29:48 PM     all   1304.90
01:29:53 PM     all   1467.78
01:29:58 PM     all   2296.91
01:30:03 PM     all   2384.79
Average:        all   2216.75
