Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

11:56:21 AM     CPU       MHz
11:56:26 AM     all   2543.73
11:56:31 AM     all   2696.86
11:56:36 AM     all   2631.24
11:56:41 AM     all   2762.49
11:56:46 AM     all   2675.16
11:56:51 AM     all   2674.98
11:56:56 AM     all   2651.59
11:57:01 AM     all   2674.97
11:57:06 AM     all   2718.74
11:57:11 AM     all   2718.74
11:57:16 AM     all   2762.56
11:57:21 AM     all   2784.36
Average:        all   2691.28
