Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

06:10:15 PM     CPU       MHz
06:10:20 PM     all   2609.90
06:10:25 PM     all   2499.99
06:10:30 PM     all   2499.99
06:10:35 PM     all   2499.99
06:10:40 PM     all   2521.87
06:10:45 PM     all   2499.99
06:10:50 PM     all   2499.99
06:10:55 PM     all   2499.99
06:11:00 PM     all   2499.99
06:11:05 PM     all   2521.87
06:11:10 PM     all   2499.99
06:11:15 PM     all   2499.99
06:11:20 PM     all   2762.48
Average:        all   2532.00
