Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

02:47:39 PM     CPU       MHz
02:47:44 PM     all   2523.38
02:47:49 PM     all   2499.99
02:47:54 PM     all   2499.99
02:47:59 PM     all   2499.99
02:48:04 PM     all   2499.99
02:48:09 PM     all   2499.99
02:48:14 PM     all   2499.99
02:48:19 PM     all   2499.99
02:48:24 PM     all   2499.99
02:48:29 PM     all   2499.99
02:48:34 PM     all   2499.99
02:48:39 PM     all   2499.99
02:48:44 PM     all   2499.99
02:48:49 PM     all   2499.99
02:48:54 PM     all   2499.99
02:48:59 PM     all   2499.99
02:49:04 PM     all   2499.99
02:49:09 PM     all   2499.98
02:49:14 PM     all   2499.99
02:49:19 PM     all   2499.99
02:49:24 PM     all   2499.99
02:49:29 PM     all   2499.99
02:49:34 PM     all   2499.99
02:49:39 PM     all   2521.87
02:49:44 PM     all   2521.85
Average:        all   2502.67
