Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:42:19 PM     CPU       MHz
03:42:24 PM     all   2550.43
03:42:29 PM     all   2587.49
03:42:34 PM     all   2675.04
03:42:39 PM     all   3111.03
03:42:44 PM     all   2872.38
03:42:49 PM     all   3148.36
03:42:54 PM     all   2618.64
03:42:59 PM     all   2894.74
03:43:04 PM     all   2790.48
03:43:09 PM     all   2676.25
03:43:14 PM     all   2587.26
03:43:19 PM     all   2567.59
03:43:24 PM     all   2609.36
Average:        all   2745.31
