Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

04:55:43 PM     CPU       MHz
04:55:48 PM     all   2478.12
04:55:53 PM     all   2499.99
04:55:58 PM     all   2499.99
04:56:03 PM     all   2499.99
04:56:08 PM     all   2487.45
04:56:13 PM     all   2503.12
04:56:18 PM     all   2499.99
04:56:23 PM     all   2499.99
04:56:28 PM     all   2499.99
04:56:33 PM     all   2499.99
04:56:38 PM     all   2499.99
04:56:43 PM     all   2439.03
04:56:48 PM     all   2477.63
04:56:53 PM     all   2499.99
04:56:58 PM     all   2521.19
04:57:03 PM     all   2499.99
04:57:08 PM     all   2499.99
04:57:13 PM     all   2518.47
04:57:18 PM     all   2468.74
04:57:23 PM     all   2500.68
04:57:28 PM     all   2493.29
04:57:33 PM     all   2472.99
04:57:38 PM     all   2492.83
04:57:43 PM     all   2443.74
04:57:48 PM     all   2503.14
Average:        all   2492.01
