Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

02:17:45 PM     CPU       MHz
02:17:50 PM     all    799.99
02:17:55 PM     all    799.99
02:18:00 PM     all    799.99
02:18:05 PM     all    799.99
02:18:10 PM     all    799.99
02:18:15 PM     all    799.99
02:18:20 PM     all    799.99
02:18:25 PM     all    799.99
02:18:30 PM     all    799.99
02:18:35 PM     all    799.99
02:18:40 PM     all    800.00
02:18:45 PM     all    799.99
02:18:50 PM     all    799.99
Average:        all    799.99
