Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

06:15:11 PM     CPU       MHz
06:15:16 PM     all    799.99
06:15:21 PM     all    799.99
06:15:26 PM     all    799.99
06:15:31 PM     all    799.99
06:15:36 PM     all    799.99
06:15:41 PM     all    799.99
06:15:46 PM     all    799.99
06:15:51 PM     all    799.99
06:15:56 PM     all    799.99
06:16:01 PM     all    799.99
06:16:06 PM     all    799.99
06:16:11 PM     all    799.99
06:16:16 PM     all    799.99
Average:        all    799.99
