Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:54:05 PM     CPU       MHz
05:54:10 PM     all   2488.68
05:54:15 PM     all   2521.86
05:54:20 PM     all   2391.23
05:54:25 PM     all   2457.49
05:54:30 PM     all   1469.30
05:54:35 PM     all   1184.28
05:54:40 PM     all   2169.89
05:54:45 PM     all   2403.11
05:54:50 PM     all   2290.52
05:54:55 PM     all   2301.15
05:55:00 PM     all   2249.18
05:55:05 PM     all   2413.68
05:55:10 PM     all   2156.33
Average:        all   2192.05
