Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

01:50:56 PM     CPU       MHz
01:51:01 PM     all   2604.56
01:51:06 PM     all   2543.12
01:51:11 PM     all   3163.89
01:51:16 PM     all   2539.85
01:51:21 PM     all   3138.32
01:51:26 PM     all   2970.53
01:51:31 PM     all   3006.28
01:51:36 PM     all   3088.24
01:51:41 PM     all   2504.40
01:51:46 PM     all   3071.41
01:51:51 PM     all   2588.59
01:51:56 PM     all   2523.99
01:52:01 PM     all   3137.87
01:52:06 PM     all   2962.46
01:52:11 PM     all   2528.42
01:52:16 PM     all   2504.00
01:52:21 PM     all   2828.12
01:52:26 PM     all   3076.36
01:52:31 PM     all   2571.68
01:52:36 PM     all   2526.66
01:52:41 PM     all   3038.85
01:52:46 PM     all   2996.71
01:52:51 PM     all   2567.56
01:52:56 PM     all   2500.27
01:53:01 PM     all   3123.09
Average:        all   2804.21
