Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:13:04 PM     CPU       MHz
04:13:09 PM     all   2499.99
04:13:14 PM     all   2521.86
04:13:19 PM     all   2499.99
04:13:24 PM     all   2499.99
04:13:29 PM     all   2499.99
04:13:34 PM     all   2499.99
04:13:39 PM     all   2499.99
04:13:44 PM     all   2499.99
04:13:49 PM     all   2499.99
04:13:54 PM     all   2499.99
04:13:59 PM     all   2565.61
04:14:04 PM     all   2499.99
04:14:09 PM     all   2806.24
Average:        all   2530.28
