Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

02:24:29 PM     CPU       MHz
02:24:34 PM     all    799.99
02:24:39 PM     all    799.99
02:24:44 PM     all    799.99
02:24:49 PM     all    799.99
02:24:54 PM     all    799.99
02:24:59 PM     all    799.99
02:25:04 PM     all    799.99
02:25:09 PM     all    799.99
02:25:14 PM     all    799.99
02:25:19 PM     all    799.99
02:25:24 PM     all    799.99
02:25:29 PM     all    799.99
02:25:34 PM     all    799.99
Average:        all    799.99
