Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

04:41:27 PM     CPU       MHz
04:41:32 PM     all    799.99
04:41:37 PM     all    799.99
04:41:42 PM     all    799.99
04:41:47 PM     all    799.99
04:41:52 PM     all    799.99
04:41:57 PM     all    799.99
04:42:02 PM     all    799.99
04:42:07 PM     all    799.99
04:42:12 PM     all    799.99
04:42:17 PM     all    799.99
04:42:22 PM     all    799.99
04:42:27 PM     all    799.99
04:42:32 PM     all    799.99
04:42:37 PM     all    799.99
04:42:42 PM     all    799.99
04:42:47 PM     all    799.99
04:42:52 PM     all    799.99
04:42:57 PM     all    799.99
04:43:02 PM     all    799.99
04:43:07 PM     all    799.99
04:43:12 PM     all    799.99
04:43:17 PM     all    799.99
04:43:22 PM     all    799.99
04:43:27 PM     all    799.99
04:43:32 PM     all    799.99
Average:        all    799.99
