Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

07:24:20 PM     CPU       MHz
07:24:25 PM     all   2467.75
07:24:30 PM     all   2499.55
07:24:35 PM     all   2439.28
07:24:40 PM     all   2288.46
07:24:45 PM     all   1307.40
07:24:50 PM     all   1175.92
07:24:55 PM     all   2309.47
07:25:00 PM     all   1400.34
07:25:05 PM     all   2330.98
07:25:10 PM     all   1209.50
07:25:15 PM     all   1121.89
07:25:20 PM     all   2445.00
07:25:25 PM     all   1171.03
07:25:30 PM     all   1433.75
07:25:35 PM     all   1027.47
07:25:40 PM     all   1401.27
07:25:45 PM     all   2210.07
07:25:50 PM     all    967.57
07:25:55 PM     all   1339.89
07:26:00 PM     all   2302.49
07:26:05 PM     all   2184.83
07:26:10 PM     all   1140.99
07:26:15 PM     all   2251.29
07:26:20 PM     all   1210.96
07:26:25 PM     all   1047.94
Average:        all   1707.40
