Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

04:10:15 PM     CPU       MHz
04:10:20 PM     all    927.73
04:10:25 PM     all   2463.81
04:10:30 PM     all   2518.74
04:10:35 PM     all   2562.49
04:10:40 PM     all   2499.99
04:10:45 PM     all   2499.99
04:10:50 PM     all   2499.99
04:10:55 PM     all   2499.99
04:11:00 PM     all   2499.99
04:11:05 PM     all   2499.99
04:11:10 PM     all   2499.99
04:11:15 PM     all   2498.78
04:11:20 PM     all   2499.99
04:11:25 PM     all   2499.99
04:11:30 PM     all   2499.99
04:11:35 PM     all   2499.99
04:11:40 PM     all   2499.99
04:11:45 PM     all   2499.99
04:11:50 PM     all   2521.87
04:11:55 PM     all   2499.99
04:12:00 PM     all   2499.99
04:12:05 PM     all   2499.99
04:12:10 PM     all   2499.99
04:12:15 PM     all   2499.99
04:12:20 PM     all   2499.99
Average:        all   2439.73
