Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

04:30:02 PM     CPU       MHz
04:30:07 PM     all   2500.04
04:30:12 PM     all   2499.99
04:30:17 PM     all   2499.99
04:30:22 PM     all   2499.99
04:30:27 PM     all   2521.86
04:30:32 PM     all   2499.99
04:30:37 PM     all   2499.99
04:30:42 PM     all   2499.99
04:30:47 PM     all   2499.99
04:30:52 PM     all   2499.99
04:30:57 PM     all   2499.99
04:31:02 PM     all   2499.99
04:31:07 PM     all   2521.87
04:31:12 PM     all   2499.99
04:31:17 PM     all   2499.99
04:31:22 PM     all   2499.99
04:31:27 PM     all   2499.99
04:31:32 PM     all   2499.99
04:31:37 PM     all   2499.99
04:31:42 PM     all   2499.99
04:31:47 PM     all   2499.99
04:31:52 PM     all   2499.99
04:31:57 PM     all   2499.99
04:32:02 PM     all   2499.99
04:32:07 PM     all   2521.86
Average:        all   2502.62
