Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:13:03 PM     CPU       MHz
03:13:08 PM     all   2521.87
03:13:13 PM     all   2499.99
03:13:18 PM     all   2631.23
03:13:23 PM     all   2696.87
03:13:28 PM     all   2679.52
03:13:33 PM     all   3119.64
03:13:38 PM     all   2941.70
03:13:43 PM     all   3117.72
03:13:48 PM     all   2765.71
03:13:53 PM     all   2696.81
03:13:58 PM     all   2918.72
03:14:03 PM     all   2873.76
03:14:08 PM     all   3160.06
Average:        all   2817.20
