Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

01:45:38 PM     CPU       MHz
01:45:43 PM     all   2499.99
01:45:48 PM     all   2499.99
01:45:53 PM     all   2959.42
01:45:58 PM     all   3142.42
01:46:03 PM     all   2547.42
01:46:08 PM     all   2679.42
01:46:13 PM     all   3081.80
01:46:18 PM     all   2853.12
01:46:23 PM     all   2785.16
01:46:28 PM     all   2873.27
01:46:33 PM     all   2894.94
01:46:38 PM     all   3132.91
01:46:43 PM     all   2662.49
Average:        all   2816.33
