Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

04:21:43 PM     CPU       MHz
04:21:48 PM     all   2522.94
04:21:53 PM     all   2499.99
04:21:58 PM     all   2543.74
04:22:03 PM     all   2499.99
04:22:08 PM     all   2499.99
04:22:13 PM     all   2499.99
04:22:18 PM     all   2499.99
04:22:23 PM     all   2499.99
04:22:28 PM     all   2521.87
04:22:33 PM     all   2521.86
04:22:38 PM     all   2499.99
04:22:43 PM     all   2499.99
04:22:48 PM     all   2499.99
04:22:53 PM     all   2499.99
04:22:58 PM     all   2499.99
04:23:03 PM     all   2609.37
04:23:08 PM     all   2565.62
04:23:13 PM     all   2499.99
04:23:18 PM     all   2499.99
04:23:23 PM     all   2499.99
04:23:28 PM     all   2521.86
04:23:33 PM     all   2521.86
04:23:38 PM     all   2521.87
04:23:43 PM     all   2499.99
04:23:48 PM     all   1947.27
Average:        all   2491.92
