Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

06:15:19 PM     CPU       MHz
06:15:24 PM     all    799.99
06:15:29 PM     all    799.99
06:15:34 PM     all    799.99
06:15:39 PM     all    799.99
06:15:44 PM     all    799.99
06:15:49 PM     all    800.00
06:15:54 PM     all    800.00
06:15:59 PM     all    799.99
06:16:04 PM     all    799.99
06:16:09 PM     all    799.99
06:16:14 PM     all    799.99
06:16:19 PM     all    800.00
06:16:24 PM     all    799.99
06:16:29 PM     all    800.00
06:16:34 PM     all    800.00
06:16:39 PM     all    799.99
06:16:44 PM     all    799.99
06:16:49 PM     all    799.99
06:16:54 PM     all    799.99
06:16:59 PM     all    799.99
06:17:04 PM     all    799.99
06:17:09 PM     all    799.99
06:17:14 PM     all    800.00
06:17:19 PM     all    799.99
06:17:24 PM     all    799.99
Average:        all    799.99
