Linux 5.15.0-122-generic (gl5) 	11/29/2024 	_x86_64_	(32 CPU)

08:21:33 PM     CPU       MHz
08:21:38 PM     all    799.99
08:21:43 PM     all    799.99
08:21:48 PM     all    799.99
08:21:53 PM     all    799.99
08:21:58 PM     all    799.99
08:22:03 PM     all    799.99
08:22:08 PM     all    799.99
08:22:13 PM     all    799.99
