Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

03:38:55 PM     CPU       MHz
03:39:00 PM     all   2587.49
03:39:05 PM     all   2499.99
03:39:10 PM     all   2499.99
03:39:15 PM     all   2499.99
03:39:20 PM     all   2543.74
03:39:25 PM     all   2499.99
03:39:30 PM     all   2499.99
03:39:35 PM     all   2499.99
03:39:40 PM     all   2499.99
03:39:45 PM     all   2499.99
03:39:50 PM     all   2499.99
03:39:55 PM     all   2499.99
03:40:00 PM     all   2499.99
03:40:05 PM     all   2499.99
03:40:10 PM     all   2499.99
03:40:15 PM     all   2499.99
03:40:20 PM     all   2499.99
03:40:25 PM     all   2499.99
03:40:30 PM     all   2499.99
03:40:35 PM     all   2499.99
03:40:40 PM     all   2499.99
03:40:45 PM     all   2543.74
03:40:50 PM     all   2499.99
03:40:55 PM     all   2499.99
03:41:00 PM     all   2674.98
Average:        all   2513.99
