Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:13:10 PM     CPU       MHz
05:13:15 PM     all    799.99
05:13:20 PM     all    799.99
05:13:25 PM     all    799.99
05:13:30 PM     all    799.99
05:13:35 PM     all    800.00
05:13:40 PM     all    799.99
05:13:45 PM     all    799.99
05:13:50 PM     all    800.00
05:13:55 PM     all    799.99
05:14:00 PM     all    799.99
05:14:05 PM     all    799.99
05:14:10 PM     all    799.99
05:14:15 PM     all    799.99
Average:        all    799.99
