Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:32:39 PM     CPU       MHz
03:32:44 PM     all   2493.01
03:32:49 PM     all   2499.99
03:32:54 PM     all   2361.95
03:32:59 PM     all   2305.31
03:33:04 PM     all   2575.00
03:33:09 PM     all   1967.64
03:33:14 PM     all   1152.44
03:33:19 PM     all   1044.84
03:33:24 PM     all   1061.04
03:33:29 PM     all   2300.62
03:33:34 PM     all   1740.48
03:33:39 PM     all   1628.50
03:33:44 PM     all   2076.02
Average:        all   1938.99
