Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

12:53:51 PM     CPU       MHz
12:53:56 PM     all   2565.61
12:54:01 PM     all   2521.86
12:54:06 PM     all   2784.37
12:54:11 PM     all   2609.37
12:54:16 PM     all   2740.62
12:54:21 PM     all   2521.87
12:54:26 PM     all   2521.85
12:54:31 PM     all   2971.94
12:54:36 PM     all   3094.66
12:54:41 PM     all   2677.78
12:54:46 PM     all   2587.12
12:54:51 PM     all   2885.72
12:54:56 PM     all   2636.32
12:55:01 PM     all   2740.62
12:55:06 PM     all   2522.27
12:55:11 PM     all   2242.66
12:55:16 PM     all   2499.99
12:55:21 PM     all   2609.45
12:55:26 PM     all   2983.20
12:55:31 PM     all   2807.91
12:55:36 PM     all   2675.52
12:55:41 PM     all   2521.65
12:55:46 PM     all   2566.23
12:55:51 PM     all   2547.86
12:55:56 PM     all   3038.61
Average:        all   2675.00
