Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

02:24:54 PM     CPU       MHz
02:24:59 PM     all    898.70
02:25:04 PM     all   2568.34
02:25:09 PM     all   2321.87
02:25:14 PM     all   2146.27
02:25:19 PM     all   2348.49
02:25:24 PM     all   2676.17
02:25:29 PM     all   2510.30
02:25:34 PM     all   1535.78
02:25:39 PM     all   2339.73
02:25:44 PM     all   1174.30
02:25:49 PM     all    973.49
02:25:54 PM     all   1211.75
02:25:59 PM     all   2548.46
02:26:04 PM     all   2649.98
02:26:09 PM     all   1167.73
02:26:14 PM     all   2239.50
02:26:19 PM     all   2365.84
02:26:24 PM     all   2978.10
02:26:29 PM     all   2311.44
02:26:34 PM     all   2419.55
02:26:39 PM     all   2466.51
02:26:44 PM     all   2566.45
02:26:49 PM     all   2148.55
02:26:54 PM     all   1339.01
02:26:59 PM     all   2137.23
Average:        all   2081.74
