Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:16:30 PM     CPU       MHz
05:16:35 PM     all    799.99
05:16:40 PM     all    799.99
05:16:45 PM     all    799.99
05:16:50 PM     all    799.99
05:16:55 PM     all    799.99
05:17:00 PM     all    799.99
05:17:05 PM     all    799.99
05:17:10 PM     all    799.99
05:17:15 PM     all    799.99
05:17:20 PM     all    799.99
05:17:25 PM     all    799.99
05:17:30 PM     all    799.99
05:17:35 PM     all    799.99
Average:        all    799.99
