Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

03:08:17 PM     CPU       MHz
03:08:22 PM     all   2549.25
03:08:27 PM     all   2521.87
03:08:32 PM     all   2959.36
03:08:37 PM     all   2632.47
03:08:42 PM     all   2764.14
03:08:47 PM     all   2702.37
03:08:52 PM     all   2938.81
03:08:57 PM     all   3127.52
03:09:02 PM     all   2762.49
03:09:07 PM     all   2156.48
03:09:12 PM     all   3128.88
03:09:17 PM     all   2565.56
03:09:22 PM     all   2917.78
Average:        all   2748.23
