Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

04:32:51 PM     CPU       MHz
04:32:56 PM     all    799.99
04:33:01 PM     all    799.99
04:33:06 PM     all    799.99
04:33:11 PM     all    799.99
04:33:16 PM     all    799.99
04:33:21 PM     all    799.99
04:33:26 PM     all    799.99
04:33:31 PM     all    799.99
04:33:36 PM     all    799.99
04:33:41 PM     all    799.99
04:33:46 PM     all    799.99
04:33:51 PM     all    799.99
04:33:56 PM     all    799.99
04:34:01 PM     all    799.99
04:34:06 PM     all    799.99
04:34:11 PM     all    799.99
04:34:16 PM     all    799.99
04:34:21 PM     all    799.99
04:34:26 PM     all    799.99
04:34:31 PM     all    799.99
04:34:36 PM     all    799.99
04:34:41 PM     all    799.99
04:34:46 PM     all    800.00
04:34:51 PM     all    799.99
04:34:56 PM     all    800.00
Average:        all    799.99
