Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

06:07:10 PM     CPU       MHz
06:07:15 PM     all   2509.97
06:07:20 PM     all   2589.26
06:07:25 PM     all   3118.57
06:07:30 PM     all   2981.28
06:07:35 PM     all   3072.33
06:07:40 PM     all   3077.48
06:07:45 PM     all   2565.61
06:07:50 PM     all   2568.85
06:07:55 PM     all   2679.03
06:08:00 PM     all   2601.57
06:08:05 PM     all   2587.49
06:08:10 PM     all   2609.37
06:08:15 PM     all   3123.00
Average:        all   2775.68
