Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

04:43:51 PM     CPU       MHz
04:43:56 PM     all    799.99
04:44:01 PM     all    799.99
04:44:06 PM     all    799.99
04:44:11 PM     all    799.99
04:44:16 PM     all    799.99
04:44:21 PM     all    799.99
04:44:26 PM     all    799.99
04:44:31 PM     all    799.99
04:44:36 PM     all    799.99
04:44:41 PM     all    799.99
04:44:46 PM     all    800.00
04:44:51 PM     all    799.99
04:44:56 PM     all    800.00
Average:        all    799.99
