Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

11:53:48 AM     CPU       MHz
11:53:53 AM     all   2499.99
11:53:58 AM     all   2499.99
11:54:03 AM     all   2499.99
11:54:08 AM     all   2499.99
11:54:13 AM     all   2499.96
11:54:18 AM     all   2499.99
11:54:23 AM     all   2499.99
11:54:28 AM     all   2499.99
11:54:33 AM     all   2499.99
11:54:38 AM     all   2499.99
11:54:43 AM     all   2499.99
11:54:48 AM     all   2499.99
Average:        all   2499.99
