Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

05:03:34 PM     CPU       MHz
05:03:39 PM     all   2512.26
05:03:44 PM     all   2765.79
05:03:49 PM     all   2544.65
05:03:54 PM     all   2721.82
05:03:59 PM     all   2589.57
05:04:04 PM     all   2851.17
05:04:09 PM     all   3077.41
05:04:14 PM     all   2998.09
05:04:19 PM     all   3044.16
05:04:24 PM     all   1502.80
05:04:29 PM     all   2654.77
05:04:34 PM     all   2677.02
05:04:39 PM     all   1653.57
Average:        all   2584.08
