Linux 5.15.0-122-generic (gl5) 	11/25/2024 	_x86_64_	(32 CPU)

11:49:58 AM     CPU       MHz
11:50:03 AM     all   2499.99
11:50:08 AM     all   2521.87
11:50:13 AM     all   2499.99
11:50:18 AM     all   2653.11
11:50:23 AM     all   2499.91
11:50:28 AM     all   2934.37
11:50:33 AM     all   2499.99
11:50:38 AM     all   2893.74
11:50:43 AM     all   2499.99
11:50:48 AM     all   2737.49
11:50:53 AM     all   2499.99
11:50:58 AM     all   2715.62
Average:        all   2621.34
