Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

07:32:56 PM     CPU       MHz
07:33:01 PM     all   1054.17
07:33:06 PM     all   2528.30
07:33:11 PM     all   1011.94
07:33:16 PM     all   1031.39
07:33:21 PM     all    938.27
07:33:26 PM     all   1150.84
07:33:31 PM     all    976.28
07:33:36 PM     all    846.87
07:33:41 PM     all   2583.66
07:33:46 PM     all   2419.23
07:33:51 PM     all   1846.56
07:33:56 PM     all   2483.81
07:34:01 PM     all   1169.34
07:34:06 PM     all    947.43
07:34:11 PM     all   1098.39
07:34:16 PM     all   2602.68
07:34:21 PM     all   2752.24
07:34:26 PM     all   2526.23
07:34:31 PM     all   2520.16
07:34:36 PM     all   2543.74
07:34:41 PM     all   2543.74
07:34:46 PM     all   2621.87
07:34:51 PM     all   2539.01
07:34:56 PM     all   1098.49
07:35:01 PM     all   2265.32
Average:        all   1844.00
