Linux 5.15.0-122-generic (gl5) 	12/01/2024 	_x86_64_	(32 CPU)

06:11:53 PM     CPU       MHz
06:11:58 PM     all    799.99
06:12:03 PM     all    799.99
06:12:08 PM     all    799.99
06:12:13 PM     all    800.00
06:12:18 PM     all    799.99
06:12:23 PM     all    799.99
06:12:28 PM     all    799.99
06:12:33 PM     all    799.99
06:12:38 PM     all    799.99
06:12:43 PM     all    800.00
06:12:48 PM     all    800.00
06:12:53 PM     all    799.99
06:12:58 PM     all    800.00
Average:        all    799.99
