Linux 5.15.0-122-generic (gl5) 	12/03/2024 	_x86_64_	(32 CPU)

01:07:54 PM     CPU       MHz
01:07:59 PM     all    799.99
01:08:04 PM     all    799.99
01:08:09 PM     all    799.99
01:08:14 PM     all    800.00
01:08:19 PM     all    800.00
01:08:24 PM     all    799.99
01:08:29 PM     all    799.99
01:08:34 PM     all    799.99
01:08:39 PM     all    799.99
01:08:44 PM     all    799.99
01:08:49 PM     all    799.99
01:08:54 PM     all    799.99
01:08:59 PM     all    800.00
01:09:04 PM     all    799.99
01:09:09 PM     all    799.99
01:09:14 PM     all    799.99
01:09:19 PM     all    799.99
01:09:24 PM     all    799.99
01:09:29 PM     all    799.99
01:09:34 PM     all    799.99
01:09:39 PM     all    800.00
01:09:44 PM     all    799.99
01:09:49 PM     all    799.99
01:09:54 PM     all    800.00
01:09:59 PM     all    800.00
Average:        all    799.99
